TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;true;true;false;true;3;
62;false;false;false;false;3;REQ004
92;false;false;true;true;0;REQ001
140;true;true;true;false;0;
156;false;true;false;true;5;REQ007
192;false;true;false;false;5;REQ007
230;false;true;true;false;5;REQ007
277;false;true;true;false;5;REQ007
301;true;true;false;true;5;REQ008
328;true;false;true;false;4;REQ005
376;true;false;false;true;4;REQ005
400;true;false;false;false;4;REQ005
413;false;false;true;true;0;REQ001
463;true;true;true;false;0;
509;false;false;true;true;0;REQ001
527;true;false;false;false;4;REQ005
539;false;true;false;true;5;REQ007
556;true;false;false;true;4;REQ005
601;false;false;false;true;1;REQ002
646;false;true;true;false;5;REQ007
663;true;false;true;true;4;REQ005
712;true;true;false;true;4;REQ006
726;false;true;false;false;5;REQ007
767;false;true;true;false;5;REQ007
809;false;true;true;true;5;REQ007
