TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
38;false;false;true;true;0;REQ001
84;false;true;true;false;5;REQ007
118;true;false;true;true;4;REQ005
141;true;false;false;false;4;REQ005
174;true;true;true;false;4;REQ006
220;true;false;false;false;4;REQ005
259;false;true;true;true;5;REQ007
307;true;true;true;true;5;REQ008
319;true;true;false;false;5;
336;true;false;false;true;4;REQ005
353;false;true;false;true;5;REQ007
377;false;true;true;false;5;REQ007
413;false;true;true;false;5;REQ007
447;true;false;false;false;4;REQ005
458;false;true;false;false;5;REQ007
495;true;true;false;true;5;REQ008
504;false;true;false;false;5;REQ007
547;false;false;true;true;0;REQ001
591;false;true;false;false;5;REQ007
620;false;true;false;true;5;REQ007
663;true;true;false;false;5;REQ008
692;false;true;true;false;5;REQ007
738;false;true;false;true;5;REQ007
784;false;false;true;true;0;REQ001
819;true;false;false;true;4;REQ005
