TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;false;0;0;
8;false;true;0;0;
11;false;false;0;0;
14;true;true;0;0;
16;false;true;0;0;
18;true;false;0;0;
21;true;false;0;0;
24;false;false;0;0;
27;false;false;0;0;
30;true;true;0;0;
33;true;false;0;0;
36;false;true;0;0;
38;false;false;0;0;
41;false;false;0;0;
44;false;true;0;0;
46;true;true;0;0;
48;false;false;0;0;
50;true;true;0;0;
52;true;false;0;0;
54;true;false;0;0;
57;true;true;0;0;
59;true;true;0;0;
61;true;true;0;0;
63;true;true;0;0;
65;true;true;0;0;
68;false;true;0;0;
71;true;true;0;0;
73;false;false;0;0;
75;true;false;2;0;REQ003
77;true;false;2;0;
79;true;true;2;0;
