TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
286;1;0;81;0;0;REQ005REQ012REQ004
609;0;1;79;2;1;REQ010REQ001
886;0;0;80;2;1;
1148;1;1;79;2;0;REQ012
1473;1;1;81;0;0;REQ004
1785;1;0;80;2;0;REQ001
2031;0;2;81;3;3;REQ011REQ003
2351;1;0;79;2;0;REQ001REQ012
2617;1;0;80;2;0;
2946;1;0;81;0;0;REQ004
3244;1;1;79;2;1;REQ013REQ001
3507;0;2;79;2;3;REQ011
3798;1;2;79;2;0;REQ012
4048;1;0;80;2;0;
4342;1;1;81;1;1;REQ013REQ002
4562;0;2;80;2;3;REQ011REQ001
4876;0;0;80;2;3;
5139;0;0;79;2;3;
5379;1;2;79;2;0;REQ012
5662;1;2;79;2;0;
5918;1;2;80;2;0;
6250;1;2;80;2;0;
6558;0;2;81;3;3;REQ009REQ004REQ017REQ003
6807;0;1;80;2;1;REQ010REQ001
7133;0;0;80;2;1;
