TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
5;true;true;0;0;
8;true;true;0;0;
11;true;true;0;0;
14;false;true;0;0;
16;false;false;0;0;
19;true;false;3;0;REQ002
21;true;true;3;0;
24;false;true;3;0;
27;true;true;3;0;
29;true;false;1;1;REQ004
31;true;false;1;1;
33;false;false;1;1;
36;false;false;1;1;
38;false;true;0;1;REQ001
41;false;false;0;1;
43;true;false;3;1;REQ002
46;false;false;3;1;
49;true;true;3;1;
51;true;true;3;1;
54;true;false;1;1;REQ004
56;false;false;1;1;
59;false;false;1;1;
61;true;true;0;1;REQ001
64;false;true;0;1;
67;false;false;0;1;
69;false;false;0;1;
72;true;false;3;1;REQ002
75;false;false;3;1;
77;false;false;3;1;
79;true;true;3;1;
81;false;false;3;1;
