TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
235;0;0;81;2;2;REQ005
559;0;1;81;1;1;REQ010REQ002
824;1;0;81;0;0;REQ002REQ012REQ004
1059;0;2;81;3;3;REQ011REQ003
1296;0;1;79;2;1;REQ010REQ001
1613;0;2;81;3;3;REQ007REQ002REQ011REQ003
1853;1;2;80;2;0;REQ001REQ012
2148;0;1;81;1;1;REQ009REQ004REQ010REQ002
2372;1;0;80;2;0;REQ012REQ001
2631;0;1;79;2;1;REQ010
2968;1;0;79;2;0;REQ012
3291;0;1;79;2;1;REQ010
3569;1;0;81;0;0;REQ012REQ004
3875;0;0;80;2;0;REQ001
4186;0;2;79;2;3;REQ011
4486;1;1;81;0;0;REQ012REQ004
4750;1;2;81;3;3;REQ004REQ014REQ003
4988;0;1;81;1;1;REQ003REQ010REQ002
5319;0;2;80;2;3;REQ011REQ001
5585;1;0;81;0;0;REQ003REQ012REQ004
5889;0;2;81;3;3;REQ004REQ011REQ003
6161;1;1;81;0;0;REQ012REQ004
6403;0;2;80;2;3;REQ011REQ001
6701;0;1;81;1;1;REQ010REQ002
7001;0;0;80;2;1;REQ001
