TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
44;true;true;true;false;3;
58;false;false;false;true;1;REQ002
93;true;false;true;false;4;REQ005
138;false;false;true;true;0;REQ001
153;false;true;true;true;5;REQ007
174;false;true;false;true;5;REQ007
208;true;true;true;false;5;REQ008
234;true;true;true;true;5;
247;false;false;false;false;3;REQ004
262;true;true;true;false;3;
272;false;true;true;true;5;REQ007
320;true;true;false;true;5;REQ008
359;true;true;false;true;5;
398;true;true;false;true;5;
426;false;false;false;true;1;REQ002
465;false;true;false;false;5;REQ007
492;false;false;false;false;3;REQ004
521;false;false;false;true;1;REQ002
542;true;false;true;false;4;REQ005
567;true;true;false;false;4;REQ006
616;true;true;true;true;4;
627;true;false;true;false;4;REQ005
638;true;true;true;true;4;REQ006
687;false;true;false;false;5;REQ007
697;true;true;true;false;5;REQ008
