TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
251;0;1;80;2;1;REQ010
590;0;2;81;3;3;REQ011REQ003
908;1;2;81;0;0;REQ012REQ004
1148;1;2;79;2;0;REQ001
1387;0;0;81;0;0;REQ009REQ004
1640;0;1;80;2;1;REQ001REQ010
1912;1;2;80;2;0;REQ012
2136;1;1;81;1;1;REQ013REQ002
2376;1;1;79;2;1;REQ001
2672;0;0;79;2;1;
2988;1;2;80;2;0;REQ012
3236;0;1;79;2;1;REQ010
3561;1;0;80;2;0;REQ012
3901;1;1;80;2;1;REQ013
4239;1;0;79;2;0;REQ015
4479;1;2;81;3;3;REQ014REQ003
4747;0;0;80;2;3;REQ001
4968;1;0;80;2;0;REQ012
5200;0;2;81;3;3;REQ004REQ011REQ003
5488;1;2;80;2;0;REQ012REQ001
5822;0;0;79;2;0;
6122;0;0;80;2;0;
6457;1;1;79;2;0;REQ012
6681;0;1;79;2;1;REQ016
6911;1;1;81;0;0;REQ002REQ012REQ004
