TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
309;1;0;80;2;0;REQ012
570;1;2;81;3;3;REQ004REQ014REQ003
846;0;2;79;2;3;REQ001
1071;1;2;81;0;0;REQ003REQ012REQ004
1390;1;2;81;0;0;REQ004
1710;1;2;79;2;0;REQ001
1944;1;2;80;2;0;
2178;1;0;79;2;0;
2421;1;0;79;2;0;
2683;1;0;79;2;0;
2984;1;2;80;2;3;REQ014
3203;1;2;81;3;3;REQ003
3500;0;1;79;2;1;REQ010REQ001
3723;0;2;79;2;3;REQ011
4021;0;1;80;2;1;REQ010
4292;0;0;80;2;1;
4578;0;0;80;2;1;
4897;1;0;79;2;0;REQ012
5214;1;2;80;2;3;REQ014
5529;0;2;79;2;3;
5751;0;2;80;2;3;
6006;1;1;81;0;0;REQ003REQ012REQ004
6232;1;0;81;0;0;REQ004
6491;1;1;81;1;1;REQ013REQ002
6737;0;2;81;3;3;REQ002REQ011REQ003
