TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
15;true;false;true;true;4;REQ005
62;false;true;true;true;5;REQ007
79;true;false;false;true;4;REQ005
103;false;false;false;true;1;REQ002
153;false;true;true;true;5;REQ007
184;true;true;false;true;5;REQ008
222;false;true;false;false;5;REQ007
238;true;false;false;false;4;REQ005
273;true;false;false;true;4;REQ005
295;true;false;false;false;4;REQ005
323;false;true;false;false;5;REQ007
337;true;true;false;true;5;REQ008
376;false;true;true;true;5;REQ007
398;false;false;false;true;1;REQ002
439;true;false;false;false;4;REQ005
469;false;true;true;true;5;REQ007
508;false;false;false;false;3;REQ004
541;true;true;true;false;3;
561;true;true;true;true;3;
574;true;true;false;true;3;
618;false;false;true;false;2;REQ003
652;true;true;false;false;2;
700;true;false;true;true;4;REQ005
713;true;false;false;false;4;REQ005
740;false;true;false;false;5;REQ007
