TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
35;true;false;false;false;4;REQ005
84;false;false;false;false;3;REQ004
114;false;true;true;false;5;REQ007
130;false;false;true;false;2;REQ003
162;false;false;true;true;0;REQ001
198;false;false;true;true;0;REQ001
223;true;false;true;true;4;REQ005
272;false;true;false;false;5;REQ007
304;false;false;true;false;2;REQ003
347;false;true;false;true;5;REQ007
387;false;true;true;false;5;REQ007
420;true;true;false;false;5;REQ008
437;false;true;true;true;5;REQ007
468;true;true;false;true;5;REQ008
480;true;true;true;true;5;
513;true;false;false;true;4;REQ005
545;true;false;false;false;4;REQ005
580;true;false;false;false;4;REQ005
619;false;true;true;false;5;REQ007
631;false;false;true;true;0;REQ001
677;false;false;true;true;0;REQ001
716;false;true;true;false;5;REQ007
750;false;true;true;false;5;REQ007
789;true;true;false;true;5;REQ008
827;false;true;false;false;5;REQ007
