TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
5;true;true;0;0;
7;true;false;0;0;
9;false;true;0;0;
11;true;false;0;0;
14;true;true;0;0;
17;true;true;0;0;
20;false;true;0;0;
22;false;false;0;0;
24;true;false;3;0;REQ002
26;true;false;3;0;
28;false;true;3;0;
31;false;true;3;0;
34;true;false;1;1;REQ004
37;true;true;0;1;REQ001
39;true;false;0;1;
42;false;false;0;1;
44;true;false;3;1;REQ002
46;true;false;3;1;
48;false;true;3;1;
51;false;false;3;1;
53;false;false;3;1;
56;false;false;1;1;REQ004
58;true;true;0;1;REQ001
60;false;true;0;1;
63;true;false;0;1;
66;false;true;0;1;
69;false;false;0;1;
71;false;true;0;1;
73;true;false;0;1;
76;true;true;0;1;
78;false;true;0;1;
