TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
51;false;true;true;false;5;REQ007
63;false;true;true;false;5;REQ007
114;true;false;true;true;4;REQ005
141;false;true;false;true;5;REQ007
176;false;true;true;false;5;REQ007
209;false;true;false;false;5;REQ007
226;false;false;true;false;2;REQ003
262;false;true;false;true;5;REQ007
308;true;true;false;true;5;REQ008
336;true;false;true;false;4;REQ005
379;false;true;true;false;5;REQ007
410;false;false;false;false;3;REQ004
459;false;true;true;false;5;REQ007
474;false;true;true;false;5;REQ007
485;false;false;false;false;3;REQ004
499;true;false;true;true;4;REQ005
541;false;true;false;false;5;REQ007
592;true;false;false;false;4;REQ005
607;true;true;true;false;4;REQ006
651;true;true;false;true;4;
700;true;false;true;true;4;REQ005
733;false;true;false;false;5;REQ007
764;true;false;false;true;4;REQ005
815;false;false;false;false;3;REQ004
863;false;true;false;false;5;REQ007
