TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
24;false;3;true;on ;low ;false;
65;true;0;false;off ;low ;true;REQ005REQ009
103;true;2;true;on ;low ;false;REQ006REQ010
147;false;4;true;on ;low ;false;
189;false;1;false;on ;low ;false;
221;false;5;true;on ;low ;false;
238;true;11;true;off ;high ;false;REQ001REQ011REQ002
268;false;0;true;on ;low ;false;REQ004REQ003REQ010
297;false;10;true;off ;high ;false;REQ001REQ011REQ002
343;true;6;true;on ;low ;false;REQ004REQ003REQ010
383;true;9;true;off ;permitted ;false;REQ001REQ011
416;false;6;false;on ;low ;false;REQ003REQ010
425;false;9;true;off ;permitted ;false;REQ001REQ011
466;false;4;true;on ;low ;false;REQ003REQ010
514;false;1;true;on ;low ;false;
550;false;1;true;on ;low ;false;
596;true;9;true;off ;permitted ;false;REQ001REQ011
633;false;1;true;on ;low ;false;REQ003REQ010
672;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
701;false;11;true;off ;high ;false;
712;false;6;false;on ;low ;false;REQ004REQ003REQ010
747;true;8;true;on ;low ;false;
781;false;5;true;on ;low ;false;
794;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
804;true;9;false;off ;permitted ;true;
825;false;4;true;on ;low ;false;REQ003REQ006REQ010
857;true;10;true;off ;high ;false;REQ001REQ011REQ002
883;false;1;true;on ;low ;false;REQ004REQ003REQ010
933;false;10;false;off ;high ;false;REQ001REQ011REQ002
959;true;11;true;off ;high ;false;
986;true;3;false;on ;low ;false;REQ004REQ003REQ010
1013;false;1;true;on ;low ;false;
1049;true;1;true;on ;low ;false;
1095;false;0;true;on ;low ;false;
1134;false;4;true;on ;low ;false;
1150;true;11;false;off ;high ;false;REQ001REQ011REQ002
