TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
250;1;1;81;0;0;REQ005REQ012REQ004
490;1;0;81;0;0;REQ004
730;0;0;81;0;0;REQ004
1000;0;2;79;2;3;REQ011REQ001
1331;0;1;80;2;1;REQ010
1653;0;1;81;1;1;REQ007REQ002
1874;0;2;79;2;3;REQ001REQ011
2178;0;2;79;2;3;
2414;1;1;79;2;0;REQ012
2730;0;2;81;3;3;REQ004REQ011REQ003
3045;0;1;80;2;1;REQ001REQ010
3349;1;1;81;0;0;REQ007REQ002REQ012REQ004
3608;0;1;80;2;1;REQ016REQ001
3869;0;2;79;2;3;REQ011
4153;1;0;79;2;0;REQ012
4490;1;2;81;3;3;REQ009REQ014REQ003
4793;0;0;81;3;3;REQ003
5032;1;0;80;2;0;REQ001REQ012
5351;0;1;80;2;1;REQ010
5627;1;2;81;0;0;REQ007REQ002REQ012REQ004
5886;0;1;79;2;1;REQ010REQ001
6186;0;1;80;2;1;
6513;1;1;81;0;0;REQ012REQ004
6734;0;2;79;2;3;REQ011REQ001
6987;1;2;81;0;0;REQ008REQ003REQ012REQ004
