TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
241;0;2;81;3;3;REQ005REQ011REQ003
482;0;2;80;2;3;REQ001
729;1;2;80;2;0;REQ012
1005;0;1;81;1;1;REQ010REQ002
1239;1;2;81;0;0;REQ002REQ012REQ004
1493;1;2;81;0;0;REQ004
1771;0;1;80;2;1;REQ001REQ010
2031;0;2;79;2;3;REQ011
2357;1;2;80;2;0;REQ012
2607;0;2;81;3;3;REQ009REQ017REQ003
2921;0;1;80;2;1;REQ001REQ010
3195;1;1;81;0;0;REQ007REQ002REQ012REQ004
3434;0;2;80;2;3;REQ011REQ001
3654;0;0;79;2;3;
3993;1;1;79;2;0;REQ012
4288;1;2;79;2;3;REQ014
4563;1;1;79;2;1;REQ013
4826;1;2;79;2;3;REQ014
5093;0;2;81;3;3;REQ008REQ003
5347;1;1;80;2;0;REQ001REQ012
5629;1;1;79;2;0;
5954;0;0;79;2;0;
6208;1;1;81;0;0;REQ009REQ004REQ012
6457;0;1;80;2;1;REQ016REQ001
6750;0;2;81;3;3;REQ002REQ011REQ003
