TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
31;true;false;false;true;4;REQ005
75;false;false;true;true;0;REQ001
91;true;true;true;true;0;
130;true;false;true;false;4;REQ005
173;true;false;false;true;4;REQ005
210;false;false;false;false;3;REQ004
253;true;false;true;false;4;REQ005
286;false;true;true;true;5;REQ007
321;true;true;false;false;5;REQ008
370;false;true;true;false;5;REQ007
413;true;false;true;false;4;REQ005
449;true;true;false;false;4;REQ006
483;true;false;false;true;4;REQ005
510;false;false;false;true;1;REQ002
528;false;false;true;false;2;REQ003
567;false;false;true;false;2;REQ003
578;true;true;false;true;2;
608;true;true;false;false;2;
629;true;true;false;false;2;
652;true;true;false;false;2;
696;false;false;true;true;0;REQ001
732;false;true;true;true;5;REQ007
759;false;false;false;false;3;REQ004
783;true;false;true;true;4;REQ005
797;true;true;true;true;4;REQ006
