TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;true;true;false;false;3;
62;true;false;true;false;4;REQ005
87;true;true;false;true;4;REQ006
126;false;false;true;true;0;REQ001
155;true;false;false;false;4;REQ005
174;true;false;true;false;4;REQ005
203;true;true;true;false;4;REQ006
235;true;false;false;false;4;REQ005
257;true;true;true;true;4;REQ006
278;true;false;true;false;4;REQ005
310;false;true;false;true;5;REQ007
360;false;false;true;true;0;REQ001
386;false;true;true;true;5;REQ007
429;true;true;true;false;5;REQ008
443;false;false;false;true;1;REQ002
478;true;true;false;true;1;
523;true;false;true;true;4;REQ005
539;false;true;false;false;5;REQ007
586;false;false;true;false;2;REQ003
615;false;true;false;true;5;REQ007
642;false;false;true;true;0;REQ001
666;false;false;true;true;0;REQ001
701;true;false;true;true;4;REQ005
718;true;true;false;true;4;REQ006
737;false;true;false;false;5;REQ007
