TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
13;false;10;false;off ;high ;false;REQ001REQ011REQ002
59;false;2;true;on ;low ;false;REQ004REQ003REQ010
100;false;10;true;off ;high ;false;REQ001REQ002REQ011
131;true;3;true;on ;low ;false;REQ004REQ003REQ010
182;true;6;true;on ;low ;false;
223;true;3;true;on ;low ;false;
267;false;6;true;on ;low ;false;
304;false;8;true;on ;low ;false;
354;true;3;false;off ;low ;true;REQ005REQ009
378;false;8;false;off ;low ;true;
412;true;4;true;on ;low ;false;REQ006REQ010
463;true;3;false;on ;low ;false;
508;true;10;true;off ;high ;false;REQ001REQ011REQ002
533;false;8;true;on ;low ;false;REQ004REQ003REQ010
555;false;6;true;on ;low ;false;
587;true;4;false;off ;low ;true;REQ005REQ009
617;true;9;false;off ;permitted ;true;REQ001
661;false;8;false;off ;low ;true;REQ003
689;false;0;true;on ;low ;false;REQ006REQ010
734;true;10;true;off ;high ;false;REQ001REQ002REQ011
779;true;3;true;on ;low ;false;REQ004REQ003REQ010
794;false;7;false;on ;low ;false;
822;false;9;true;off ;permitted ;false;REQ001REQ011
833;false;8;true;on ;low ;false;REQ003REQ010
853;false;8;false;on ;low ;false;
875;true;9;true;off ;permitted ;false;REQ001REQ011
924;false;0;true;on ;low ;false;REQ003REQ010
938;false;11;true;off ;high ;false;REQ001REQ011REQ002
976;true;7;true;on ;low ;false;REQ004REQ003REQ010
988;true;7;false;on ;low ;false;
1007;false;5;true;on ;low ;false;
1047;true;11;true;off ;high ;false;REQ001REQ011REQ002
1092;true;7;false;on ;low ;false;REQ004REQ003REQ010
1133;false;11;false;off ;high ;false;REQ001REQ011REQ002
1155;true;8;false;off ;low ;true;REQ004REQ003REQ005
1184;true;0;false;off ;low ;true;
