TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
312;0;1;79;2;1;REQ010
613;0;1;81;1;1;REQ007REQ002
867;0;2;79;2;3;REQ001REQ011
1090;1;1;81;0;0;REQ003REQ012REQ004
1322;1;0;79;2;0;REQ001
1636;0;0;80;2;0;
1976;1;2;81;0;0;REQ004REQ012
2306;0;0;79;2;0;REQ001
2603;0;1;80;2;1;REQ010
2941;1;2;80;2;0;REQ012
3194;0;0;80;2;0;
3421;0;0;80;2;0;
3752;1;0;80;2;0;REQ012
3994;0;1;81;1;1;REQ009REQ004REQ010REQ002
4292;1;2;80;2;0;REQ012REQ001
4585;0;0;81;0;0;REQ009REQ004
4903;1;1;81;0;0;REQ012
5138;1;2;81;3;3;REQ014REQ003
5388;0;1;80;2;1;REQ010REQ001
5661;0;1;79;2;1;
5939;1;1;81;0;0;REQ007REQ002REQ012REQ004
6172;0;1;79;2;1;REQ001REQ016
6400;0;1;81;1;1;REQ007REQ002
6677;0;2;80;2;3;REQ011REQ001
7016;1;1;79;2;0;REQ012
