TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
18;true;true;false;true;3;
44;true;false;true;true;4;REQ005
66;false;true;true;false;5;REQ007
85;false;false;true;true;0;REQ001
102;true;false;true;true;4;REQ005
121;false;true;true;false;5;REQ007
140;true;false;true;false;4;REQ005
152;false;true;false;true;5;REQ007
184;true;false;false;false;4;REQ005
208;false;false;false;false;3;REQ004
230;false;false;true;false;2;REQ003
243;true;false;false;true;4;REQ005
291;false;true;true;false;5;REQ007
322;true;false;false;false;4;REQ005
343;true;false;true;true;4;REQ005
387;false;false;false;true;1;REQ002
425;false;false;true;false;2;REQ003
457;false;false;false;true;1;REQ002
481;false;true;false;false;5;REQ007
512;true;false;true;true;4;REQ005
531;true;false;true;false;4;REQ005
551;true;true;true;true;4;REQ006
594;true;true;true;true;4;
644;true;true;true;false;4;
690;true;false;true;true;4;REQ005
