TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
40;true;false;false;false;4;REQ005
50;false;true;false;false;5;REQ007
70;false;true;false;false;5;REQ007
114;false;false;true;true;0;REQ001
128;false;false;false;false;3;REQ004
162;true;false;false;false;4;REQ005
199;true;true;false;false;4;REQ006
214;false;true;true;false;5;REQ007
233;false;false;false;true;1;REQ002
273;false;true;false;false;5;REQ007
287;true;true;true;false;5;REQ008
311;false;false;true;true;0;REQ001
328;true;false;true;true;4;REQ005
356;true;true;true;true;4;REQ006
394;true;false;false;true;4;REQ005
432;false;false;false;false;3;REQ004
471;false;true;true;true;5;REQ007
492;false;false;false;false;3;REQ004
509;false;true;false;true;5;REQ007
556;true;true;false;true;5;REQ008
583;false;false;true;true;0;REQ001
624;true;false;true;false;4;REQ005
654;false;false;true;true;0;REQ001
678;false;false;false;false;3;REQ004
715;true;true;true;true;3;
