TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;true;true;false;false;3;
93;true;false;true;true;4;REQ005
128;false;false;true;true;0;REQ001
155;true;false;false;false;4;REQ005
164;true;false;false;true;4;REQ005
177;false;true;true;false;5;REQ007
197;true;false;true;false;4;REQ005
223;false;false;false;true;1;REQ002
237;true;false;true;true;4;REQ005
251;true;false;true;false;4;REQ005
273;true;false;true;true;4;REQ005
293;false;true;true;false;5;REQ007
325;false;true;false;false;5;REQ007
358;false;false;false;true;1;REQ002
402;false;false;false;false;3;REQ004
449;true;false;true;false;4;REQ005
475;true;false;true;false;4;REQ005
513;false;true;true;false;5;REQ007
525;true;false;false;true;4;REQ005
561;true;false;false;true;4;REQ005
574;true;true;false;true;4;REQ006
595;false;true;false;false;5;REQ007
639;false;true;false;false;5;REQ007
670;true;true;false;true;5;REQ008
717;false;false;false;true;1;REQ002
