TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
302;0;1;81;1;1;REQ005REQ010REQ002
546;0;2;81;3;3;REQ002REQ011REQ003
803;1;0;81;0;0;REQ012REQ004
1107;0;2;81;3;3;REQ004REQ011REQ003
1348;0;2;80;2;3;REQ001
1674;0;1;80;2;1;REQ010
1903;1;0;81;0;0;REQ007REQ002REQ012REQ004
2238;0;2;81;3;3;REQ011REQ003
2505;0;1;81;1;1;REQ010REQ002
2826;1;2;81;0;0;REQ012REQ004
3077;1;0;79;2;0;REQ001
3402;0;0;81;0;0;REQ009REQ004
3709;1;1;79;2;0;REQ001REQ012
4008;1;0;80;2;0;
4242;1;1;81;1;1;REQ013REQ002
4509;0;0;80;2;1;REQ001
4842;1;0;79;2;0;REQ012
5137;1;2;80;2;3;REQ014
5431;1;0;80;2;0;REQ015
5672;0;1;79;2;1;REQ010
5961;0;0;81;1;1;REQ007REQ002
6254;1;2;80;2;0;REQ001REQ012
6521;1;0;79;2;0;
6761;1;2;79;2;3;REQ014
7082;1;1;79;2;1;REQ013
