TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
269;1;0;81;0;0;REQ012REQ004
605;0;2;79;2;3;REQ001REQ011
915;1;0;81;0;0;REQ003REQ012REQ004
1144;0;1;80;2;1;REQ001REQ010
1404;0;1;81;1;1;REQ002
1698;1;2;81;0;0;REQ012REQ004
1921;1;2;79;2;0;REQ001
2211;1;2;79;2;0;
2544;0;2;80;2;3;REQ017
2784;1;2;79;2;0;REQ012
3016;0;0;79;2;0;
3285;1;2;80;2;0;REQ012
3530;1;2;80;2;0;
3846;0;1;81;1;1;REQ010REQ002
4070;0;1;81;1;1;REQ002
4410;0;0;79;2;1;REQ001
4658;1;2;79;2;0;REQ012
4898;1;1;80;2;1;REQ013
5189;1;1;81;1;1;REQ007REQ002
5492;1;0;79;2;0;REQ015REQ001
5810;0;2;80;2;3;REQ011
6054;1;0;79;2;0;REQ012
6386;1;2;79;2;3;REQ014
6647;1;1;79;2;1;REQ013
6981;0;1;80;2;1;
