TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
38;false;true;false;false;5;REQ007
56;true;true;true;true;5;REQ008
78;true;false;true;false;4;REQ005
116;true;false;true;false;4;REQ005
133;false;false;true;true;0;REQ001
179;true;false;true;true;4;REQ005
191;false;false;true;true;0;REQ001
240;true;true;true;true;0;
265;true;true;false;true;0;
309;true;false;true;false;4;REQ005
329;false;true;false;false;5;REQ007
375;true;true;false;false;5;REQ008
414;false;true;false;true;5;REQ007
450;false;true;false;true;5;REQ007
464;false;true;true;false;5;REQ007
490;false;true;true;true;5;REQ007
538;true;true;true;true;5;REQ008
573;false;false;false;true;1;REQ002
608;true;false;false;true;4;REQ005
624;false;false;false;false;3;REQ004
657;false;true;true;false;5;REQ007
691;false;true;false;true;5;REQ007
717;true;true;true;true;5;REQ008
733;false;false;false;true;1;REQ002
777;false;false;true;true;0;REQ001
