TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
44;true;false;true;true;4;REQ005
86;true;true;true;false;4;REQ006
131;false;false;false;false;3;REQ004
162;true;true;false;true;3;
211;false;true;false;true;5;REQ007
258;true;false;false;false;4;REQ005
304;false;true;false;true;5;REQ007
338;true;false;false;false;4;REQ005
359;true;true;false;true;4;REQ006
400;false;false;false;true;1;REQ002
415;true;false;true;false;4;REQ005
428;false;true;true;false;5;REQ007
451;true;true;true;true;5;REQ008
474;true;false;true;true;4;REQ005
494;true;true;true;true;4;REQ006
507;true;false;false;false;4;REQ005
540;false;false;true;true;0;REQ001
556;true;true;true;false;0;
585;false;false;true;false;2;REQ003
619;true;true;false;true;2;
669;true;false;true;true;4;REQ005
701;true;false;true;true;4;REQ005
749;true;false;true;false;4;REQ005
768;true;true;false;true;4;REQ006
817;true;false;true;true;4;REQ005
