TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
319;1;0;79;2;0;REQ012
565;1;2;80;2;3;REQ014
890;1;1;79;2;1;REQ013
1127;0;2;81;3;3;REQ007REQ002REQ011REQ003
1452;0;0;79;2;3;REQ001
1713;1;1;79;2;0;REQ012
1955;1;0;80;2;0;
2259;0;1;80;2;1;REQ010
2528;0;2;81;3;3;REQ002REQ011REQ003
2822;0;0;81;3;3;REQ003
3088;1;1;81;0;0;REQ003REQ012REQ004
3422;1;1;81;0;0;REQ004
3719;0;0;79;2;0;REQ001
4007;1;1;81;0;0;REQ004REQ012
4252;0;0;80;2;0;REQ001
4489;0;1;81;1;1;REQ009REQ004REQ010REQ002
4748;0;1;81;1;1;REQ002
5060;0;2;80;2;3;REQ011REQ001
5344;1;0;81;0;0;REQ008REQ012REQ004
5616;0;2;80;2;3;REQ001REQ011
5943;0;2;80;2;3;
6212;1;0;79;2;0;REQ012
6529;1;1;79;2;1;REQ013
6787;0;0;81;1;1;REQ007REQ002
7079;1;0;80;2;0;REQ001REQ012
