TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
306;1;1;80;2;0;REQ012
638;1;2;79;2;3;REQ014
898;1;0;79;2;0;REQ015
1197;0;2;79;2;3;REQ011
1507;1;1;79;2;0;REQ012
1834;1;2;80;2;3;REQ014
2081;1;2;80;2;3;
2379;1;0;80;2;0;REQ015
2700;0;2;80;2;3;REQ011
2976;1;0;79;2;0;REQ012
3219;1;1;81;1;1;REQ013REQ002
3551;0;2;81;3;3;REQ002REQ011REQ003
3873;1;0;79;2;0;REQ012REQ001
4206;1;1;79;2;1;REQ013
4529;1;2;81;3;3;REQ014REQ003
4825;1;0;79;2;0;REQ015REQ001
5094;0;2;79;2;3;REQ011
5341;1;1;80;2;0;REQ012
5632;1;2;79;2;3;REQ014
5891;0;2;79;2;3;
6134;0;0;80;2;3;
6468;1;0;79;2;0;REQ012
6730;0;0;80;2;0;
6996;0;2;81;3;3;REQ009REQ004REQ011REQ003
7249;0;0;79;2;3;REQ001
