TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;false;0;0;
8;true;false;3;0;REQ002
11;false;true;3;0;
14;true;false;3;0;
16;true;false;3;0;
19;true;false;1;1;REQ004
22;true;false;1;1;
24;false;false;1;1;
26;false;true;0;1;REQ001
29;true;true;0;1;
32;true;false;0;1;
35;true;true;0;1;
38;true;true;0;1;
40;true;false;0;1;
43;true;true;0;1;
45;false;false;0;1;
48;false;false;0;1;
50;false;true;0;1;
53;true;false;0;1;
56;false;false;0;1;
58;false;true;0;1;
60;false;true;0;1;
62;true;true;0;1;
64;false;true;0;1;
67;false;true;0;1;
69;true;true;0;1;
72;false;true;0;1;
74;false;false;0;1;
76;true;true;0;1;
79;true;false;0;1;
81;true;true;0;1;
