TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
250;1;2;80;2;0;REQ012
484;0;2;79;2;3;REQ017
767;1;2;79;2;0;REQ012
1093;0;2;80;2;3;REQ017
1402;1;1;80;2;0;REQ012
1626;1;0;79;2;0;
1941;1;0;79;2;0;
2281;1;2;80;2;3;REQ014
2571;0;2;81;3;3;REQ003
2867;1;2;79;2;0;REQ001REQ012
3192;0;1;81;1;1;REQ010REQ002
3474;1;0;79;2;0;REQ012REQ001
3808;0;1;79;2;1;REQ010
4112;1;2;79;2;0;REQ012
4411;1;2;79;2;0;
4750;1;2;81;0;0;REQ004
5006;0;2;81;3;3;REQ004REQ017REQ003
5293;1;0;80;2;0;REQ001REQ012
5582;1;2;79;2;3;REQ014
5920;0;2;80;2;3;
6151;0;2;80;2;3;
6423;0;0;81;3;3;REQ008REQ003
6666;0;2;81;3;3;REQ011
6913;1;2;81;0;0;REQ012REQ004
7178;1;0;81;0;0;REQ004
