TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
44;true;11;true;off ;high ;false;REQ001REQ011REQ002
79;false;4;true;on ;low ;false;REQ004REQ003REQ010
107;false;8;false;on ;low ;false;
151;true;4;true;on ;low ;false;
171;false;1;true;on ;low ;false;
218;true;3;false;off ;low ;true;REQ005REQ009
258;false;3;true;on ;low ;false;REQ006REQ010
296;true;3;true;on ;low ;false;
342;true;4;true;on ;low ;false;
376;true;7;true;on ;low ;false;
399;false;5;true;on ;low ;false;
432;false;8;true;on ;low ;false;
478;false;9;true;off ;permitted ;false;REQ001REQ011
517;false;10;false;off ;high ;false;REQ002
565;true;3;false;off ;low ;true;REQ004REQ005REQ003
577;false;2;false;off ;low ;true;
594;false;3;true;on ;low ;false;REQ006REQ010
611;false;0;true;on ;low ;false;
635;true;0;false;off ;low ;true;REQ005REQ009
671;true;1;true;on ;low ;false;REQ006REQ010
705;true;8;true;on ;low ;false;
716;false;4;false;on ;low ;false;
753;false;0;true;on ;low ;false;
762;false;11;false;off ;high ;false;REQ001REQ002REQ011
805;true;1;true;on ;low ;false;REQ004REQ003REQ010
849;false;8;true;on ;low ;false;
878;false;10;true;off ;high ;false;REQ001REQ002REQ011
921;false;2;true;on ;low ;false;REQ004REQ003REQ010
950;true;11;true;off ;high ;false;REQ001REQ011REQ002
996;true;0;false;on ;low ;false;REQ004REQ003REQ010
1042;false;1;false;on ;low ;false;
1077;false;0;true;on ;low ;false;
1123;true;3;false;off ;low ;true;REQ005REQ009
1162;false;3;false;off ;low ;true;
1192;true;5;false;off ;low ;true;
1240;false;10;true;off ;high ;false;REQ006REQ001REQ002
