TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;true;false;false;3;
47;false;false;false;true;1;REQ002
67;true;false;false;false;4;REQ005
82;true;false;false;true;4;REQ005
92;true;false;false;false;4;REQ005
125;true;false;true;true;4;REQ005
159;true;false;false;true;4;REQ005
180;true;true;true;false;4;REQ006
214;false;true;false;false;5;REQ007
238;true;false;false;true;4;REQ005
259;false;true;false;true;5;REQ007
300;true;true;false;true;5;REQ008
316;true;false;false;false;4;REQ005
329;false;false;true;false;2;REQ003
379;false;false;false;true;1;REQ002
421;false;true;true;false;5;REQ007
436;true;false;false;false;4;REQ005
455;true;false;false;false;4;REQ005
482;false;false;true;true;0;REQ001
527;true;true;true;false;0;
571;false;true;false;false;5;REQ007
586;false;true;true;false;5;REQ007
636;true;false;false;false;4;REQ005
687;true;false;false;true;4;REQ005
697;true;true;true;false;4;REQ006
