TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
294;1;2;80;2;0;REQ012
528;0;1;80;2;1;REQ010
843;0;2;80;2;3;REQ011
1130;1;2;81;0;0;REQ012REQ004
1373;1;2;81;0;0;REQ004
1655;1;1;79;2;1;REQ001REQ013
1907;1;2;80;2;3;REQ014
2217;1;0;79;2;0;REQ015
2474;1;0;81;0;0;REQ004
2772;0;1;80;2;1;REQ001REQ010
3042;0;1;81;1;1;REQ007REQ002
3366;1;2;79;2;0;REQ012REQ001
3691;0;2;81;3;3;REQ017REQ003
4019;1;0;80;2;0;REQ012REQ001
4245;0;2;81;3;3;REQ004REQ011REQ003
4555;0;2;80;2;3;REQ001
4790;0;1;80;2;1;REQ010
5078;1;0;79;2;0;REQ012
5366;1;1;81;1;1;REQ004REQ013REQ002
5614;0;0;81;1;1;REQ002
5881;0;1;80;2;1;REQ010REQ001
6125;0;0;81;1;1;REQ002
6418;0;0;79;2;1;REQ001
6652;1;1;79;2;0;REQ012
6940;0;2;81;3;3;REQ009REQ011REQ003
