TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
228;0;1;81;1;1;REQ005REQ010REQ002
494;1;0;79;2;0;REQ012REQ001
815;1;1;79;2;1;REQ013
1108;0;0;81;1;1;REQ002
1399;0;1;80;2;1;REQ001REQ010
1632;1;1;80;2;0;REQ012
1911;0;2;80;2;3;REQ011
2184;0;0;79;2;3;
2430;0;0;81;3;3;REQ008REQ003
2725;0;2;79;2;3;REQ001REQ011
3003;1;1;79;2;0;REQ012
3271;0;0;79;2;0;
3521;0;2;79;2;3;REQ011
3768;0;2;80;2;3;
4043;0;0;79;2;3;
4343;0;2;80;2;3;REQ011
4675;0;1;81;1;1;REQ010REQ002
5015;0;1;81;1;1;REQ002
5335;0;2;80;2;3;REQ001REQ011
5603;1;2;79;2;0;REQ012
5844;1;2;81;0;0;REQ004
6147;1;1;79;2;1;REQ013REQ001
6467;1;0;81;0;0;REQ002REQ015REQ004
6750;1;2;79;2;3;REQ014REQ001
7068;1;2;81;3;3;REQ003
