TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
36;false;false;true;true;0;REQ001
46;true;true;false;true;0;
90;false;true;false;true;5;REQ007
128;false;true;false;true;5;REQ007
156;true;true;false;false;5;REQ008
192;false;true;false;false;5;REQ007
232;false;false;false;false;3;REQ004
257;false;false;true;true;0;REQ001
305;false;true;true;true;5;REQ007
348;false;false;true;false;2;REQ003
398;false;false;true;false;2;REQ003
410;false;false;false;false;3;REQ004
460;false;false;false;true;1;REQ002
494;false;true;false;false;5;REQ007
514;false;false;false;false;3;REQ004
535;true;true;true;false;3;
574;true;false;false;false;4;REQ005
611;true;true;true;true;4;REQ006
624;false;false;false;true;1;REQ002
648;true;true;false;true;1;
657;false;true;true;true;5;REQ007
696;true;false;true;true;4;REQ005
721;true;false;false;true;4;REQ005
756;false;true;false;false;5;REQ007
771;false;true;false;true;5;REQ007
