TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
277;0;2;81;3;3;REQ011REQ003
547;1;2;81;0;0;REQ012REQ004
870;0;0;80;2;0;REQ001
1099;0;2;80;2;3;REQ011
1354;0;2;79;2;3;
1593;0;2;80;2;3;
1908;1;1;81;0;0;REQ012REQ004
2140;1;2;80;2;3;REQ001REQ014
2464;0;1;81;1;1;REQ010REQ002
2758;1;2;80;2;0;REQ001REQ012
3001;0;2;80;2;3;REQ017
3249;0;2;79;2;3;
3574;1;0;79;2;0;REQ012
3911;1;0;81;0;0;REQ009REQ004
4211;0;1;81;1;1;REQ010REQ002
4544;0;0;80;2;1;REQ001
4829;0;1;81;1;1;REQ010REQ002
5155;0;0;81;1;1;
5453;1;0;81;0;0;REQ012REQ004
5673;0;2;79;2;3;REQ001REQ011
5943;0;2;80;2;3;
6196;0;2;81;3;3;REQ003
6438;1;1;80;2;0;REQ012REQ001
6665;1;0;81;0;0;REQ004
6946;1;2;79;2;3;REQ014REQ001
