TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
273;1;0;79;2;0;REQ012
563;1;1;80;2;1;REQ013
784;1;2;80;2;3;REQ014
1033;0;1;80;2;1;REQ010
1363;0;2;81;3;3;REQ011REQ003
1600;1;0;79;2;0;REQ001REQ012
1939;1;1;79;2;1;REQ013
2196;1;0;79;2;0;REQ015
2491;1;2;79;2;3;REQ014
2822;0;2;80;2;3;
3104;1;1;80;2;0;REQ012
3431;1;0;79;2;0;
3682;1;0;81;0;0;REQ004
3941;1;0;80;2;0;REQ001
4247;1;0;81;0;0;REQ004
4566;0;0;80;2;0;REQ001
4837;0;0;80;2;0;
5158;0;1;79;2;1;REQ010
5400;1;1;81;0;0;REQ007REQ002REQ012REQ004
5739;0;2;79;2;3;REQ011REQ001
6013;0;1;80;2;1;REQ010
6311;0;0;79;2;1;
6592;1;2;80;2;0;REQ012
6894;0;2;81;3;3;REQ004REQ017REQ003
7148;1;2;79;2;0;REQ012REQ001
