TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;true;true;true;false;3;
81;false;true;false;false;5;REQ007
122;false;false;true;true;0;REQ001
141;true;true;true;true;0;
170;true;true;true;false;0;
219;true;true;false;true;0;
266;true;false;false;true;4;REQ005
290;true;false;true;true;4;REQ005
332;true;true;true;true;4;REQ006
353;true;false;true;true;4;REQ005
383;false;true;false;true;5;REQ007
425;false;true;false;false;5;REQ007
444;true;true;true;true;5;REQ008
481;true;true;true;false;5;
501;true;true;false;true;5;
545;true;false;true;false;4;REQ005
586;false;false;false;false;3;REQ004
610;true;true;true;false;3;
633;true;true;true;false;3;
672;false;false;false;false;3;REQ004
687;true;true;true;true;3;
734;true;true;true;false;3;
771;false;true;false;false;5;REQ007
821;false;false;true;true;0;REQ001
863;true;false;false;false;4;REQ005
