TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
4;true;false;1;0;
7;false;false;1;0;
9;true;false;1;0;
12;true;false;1;0;
14;true;true;0;0;REQ001
16;true;false;0;0;
18;false;false;0;0;
21;false;false;0;0;
23;true;false;3;0;REQ002
25;true;false;3;0;
28;false;true;3;0;
30;true;false;3;0;
33;true;true;0;1;REQ004REQ001
36;true;false;0;1;
39;true;false;0;1;
42;true;true;0;1;
45;true;false;0;1;
47;true;false;0;1;
50;true;true;0;1;
52;false;false;0;1;
55;false;false;0;1;
58;true;false;3;1;REQ002
60;false;false;3;1;
63;true;false;3;1;
66;false;false;3;1;
69;false;false;1;1;REQ004
71;false;true;0;1;REQ001
73;true;false;0;1;
75;true;true;0;1;
78;false;false;0;1;
81;false;true;0;1;
