TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
47;false;true;false;false;5;REQ007
79;true;true;true;false;5;REQ008
128;true;true;false;true;5;
176;false;true;false;false;5;REQ007
225;true;true;false;true;5;REQ008
272;true;false;true;false;4;REQ005
296;false;true;true;true;5;REQ007
318;false;true;true;true;5;REQ007
345;false;true;true;false;5;REQ007
391;true;false;true;false;4;REQ005
412;true;true;true;true;4;REQ006
426;true;true;false;false;4;
442;true;true;false;false;4;
452;false;false;false;true;1;REQ002
501;false;false;false;false;3;REQ004
530;false;false;false;true;1;REQ002
570;false;false;false;true;1;REQ002
612;true;true;true;false;1;
659;false;false;false;true;1;REQ002
673;false;true;false;false;5;REQ007
689;true;false;true;true;4;REQ005
732;false;true;false;false;5;REQ007
758;false;false;false;true;1;REQ002
790;false;false;false;true;1;REQ002
831;true;false;true;true;4;REQ005
