TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
34;false;true;true;false;5;REQ007
66;true;true;true;false;5;REQ008
94;false;true;false;true;5;REQ007
124;false;true;true;true;5;REQ007
151;true;true;true;false;5;REQ008
195;true;true;false;true;5;
232;true;true;false;true;5;
248;false;false;true;false;2;REQ003
298;false;false;false;true;1;REQ002
342;true;true;true;false;1;
354;true;false;true;true;4;REQ005
389;false;true;false;true;5;REQ007
425;true;false;false;true;4;REQ005
441;false;false;true;true;0;REQ001
452;true;true;false;true;0;
487;false;true;true;true;5;REQ007
519;false;true;false;true;5;REQ007
546;true;true;true;false;5;REQ008
570;true;false;false;true;4;REQ005
601;false;true;true;false;5;REQ007
620;true;true;true;false;5;REQ008
646;true;true;true;false;5;
689;false;false;false;false;3;REQ004
704;false;false;false;false;3;REQ004
735;true;false;true;false;4;REQ005
