TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
42;true;11;true;off ;high ;false;REQ001REQ002REQ011
57;false;1;true;on ;low ;false;REQ004REQ003REQ010
71;false;8;true;on ;low ;false;
115;true;7;false;off ;low ;true;REQ005REQ009
128;false;3;false;off ;low ;true;
170;true;0;false;off ;low ;true;
201;false;2;false;off ;low ;true;
213;false;10;true;off ;high ;false;REQ001REQ006REQ002
245;false;0;false;on ;low ;false;REQ004REQ003REQ010
291;false;3;true;on ;low ;false;
333;true;1;false;off ;low ;true;REQ005REQ009
369;false;5;false;off ;low ;true;
419;true;3;true;on ;low ;false;REQ006REQ010
454;false;9;false;off ;permitted ;false;REQ001REQ011
505;true;1;true;on ;low ;false;REQ003REQ010
547;true;7;true;on ;low ;false;
597;false;0;true;on ;low ;false;
644;false;6;true;on ;low ;false;
675;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
694;false;4;true;on ;low ;false;REQ006REQ003REQ010
708;true;6;false;off ;low ;true;REQ005REQ009
744;true;11;false;off ;high ;false;REQ001REQ002REQ008
766;false;5;false;on ;low ;false;REQ004REQ003REQ010
778;false;8;false;on ;low ;false;
826;false;7;false;on ;low ;false;
854;true;6;false;off ;low ;true;REQ005REQ009
875;true;9;false;off ;permitted ;true;REQ001
922;false;6;true;on ;low ;false;REQ006REQ003REQ010
937;false;11;false;off ;high ;false;REQ001REQ002REQ011
979;false;11;false;off ;high ;false;
994;true;7;false;off ;low ;true;REQ004REQ005REQ003
1004;true;3;true;on ;low ;false;REQ006REQ010
1032;true;8;true;on ;low ;false;
1079;false;11;true;off ;high ;false;REQ001REQ002REQ011
1111;true;7;true;on ;low ;false;REQ004REQ003REQ010
1125;true;5;true;on ;low ;false;
