TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
5;false;true;0;0;REQ001
7;true;false;0;0;
10;true;false;0;0;
12;false;true;0;0;
15;false;false;0;0;
17;true;false;3;0;REQ002
20;true;true;3;0;
22;false;true;3;0;
25;false;true;3;0;
27;false;false;1;1;REQ004
29;true;true;0;1;REQ001
31;true;false;0;1;
34;true;true;0;1;
37;false;false;0;1;
40;true;false;3;1;REQ002
43;false;false;3;1;
45;true;false;3;1;
48;true;true;3;1;
50;true;true;1;1;REQ004
52;false;false;1;1;
55;false;false;1;1;
57;true;true;0;1;REQ001
60;false;true;0;1;
63;true;false;0;1;
66;false;false;0;1;
69;true;true;0;1;
72;true;true;0;1;
74;false;true;0;1;
76;false;true;0;1;
79;true;false;0;1;
82;true;true;0;1;
