TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
33;true;5;true;on ;low ;false;
72;true;5;true;on ;low ;false;
103;false;6;true;on ;low ;false;
130;false;7;false;on ;low ;false;
152;false;9;false;off ;permitted ;false;REQ001REQ011
162;false;10;true;off ;high ;false;REQ002
199;true;6;true;on ;low ;false;REQ004REQ003REQ010
231;true;7;true;on ;low ;false;
259;false;5;false;on ;low ;false;
305;true;5;true;on ;low ;false;
337;true;11;false;off ;high ;false;REQ001REQ002REQ011
374;false;9;false;off ;permitted ;false;REQ004
386;false;9;true;off ;permitted ;false;
421;true;7;false;off ;low ;true;REQ005REQ003
456;true;2;false;off ;low ;true;
470;false;10;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
479;false;2;false;on ;low ;false;REQ004REQ003REQ010
525;true;9;true;off ;permitted ;false;REQ001REQ011
572;false;3;false;on ;low ;false;REQ003REQ010
619;true;4;false;off ;low ;true;REQ005REQ009
633;true;3;false;off ;low ;true;
650;false;7;true;on ;low ;false;REQ006REQ010
673;false;11;false;off ;high ;false;REQ001REQ002REQ011
721;true;10;false;off ;high ;false;
757;true;1;false;on ;low ;false;REQ004REQ003REQ010
807;false;7;true;on ;low ;false;
840;false;11;false;off ;high ;false;REQ001REQ011REQ002
883;false;11;false;off ;high ;false;
901;false;4;false;on ;low ;false;REQ004REQ003REQ010
940;true;2;false;off ;low ;true;REQ005REQ009
955;true;10;true;off ;high ;false;REQ001REQ002REQ007
977;false;6;false;on ;low ;false;REQ004REQ003REQ010
987;false;8;true;on ;low ;false;
1031;true;6;false;off ;low ;true;REQ005REQ009
1053;true;1;true;on ;low ;false;REQ006REQ010
1101;true;7;false;on ;low ;false;
