TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;false;true;0;0;REQ001
8;true;false;0;0;
11;true;true;0;0;
14;false;false;0;0;
17;false;false;0;0;
20;false;false;0;0;
23;false;false;0;0;
25;false;true;0;0;
28;false;false;0;0;
30;false;false;0;0;
32;true;true;0;0;
35;false;true;0;0;
38;true;false;0;0;
41;true;true;0;0;
44;true;true;0;0;
46;false;false;0;0;
48;true;false;2;0;REQ003
50;true;true;2;0;
53;true;true;2;0;
56;false;false;2;0;
58;true;true;2;0;
60;false;true;2;0;
63;true;false;2;0;
66;false;true;2;0;
69;false;true;2;0;
71;true;false;2;0;
74;true;false;2;0;
76;false;false;2;0;
78;false;false;1;0;REQ005
81;true;true;0;0;REQ001
84;false;false;0;0;
