TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
5;true;true;0;0;
8;true;true;0;0;
11;true;true;0;0;
14;false;true;0;0;
16;true;false;0;0;
19;true;true;0;0;
21;true;false;0;0;
24;false;true;0;0;
26;false;true;0;0;
29;true;true;0;0;
32;true;true;0;0;
34;false;true;0;0;
36;true;true;0;0;
38;false;false;0;0;
41;true;false;2;0;REQ003
43;true;true;2;0;
45;false;true;2;0;
47;true;true;2;0;
50;false;false;2;0;
53;true;false;2;0;
56;false;true;2;0;
58;true;true;2;0;
60;false;false;2;0;
63;false;false;2;0;
66;false;true;2;0;
69;true;true;2;0;
71;true;true;1;0;REQ005
73;false;false;1;0;
75;true;false;1;0;
78;false;false;1;0;
81;false;true;0;0;REQ001
