TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
26;true;false;false;false;4;REQ005
75;false;true;true;false;5;REQ007
115;false;false;true;false;2;REQ003
127;false;false;false;false;3;REQ004
150;false;false;false;false;3;REQ004
185;true;false;false;true;4;REQ005
195;true;true;false;false;4;REQ006
229;true;false;false;true;4;REQ005
277;true;true;true;true;4;REQ006
293;false;false;true;true;0;REQ001
307;false;false;false;false;3;REQ004
333;false;true;true;true;5;REQ007
351;false;false;true;true;0;REQ001
393;false;false;true;true;0;REQ001
404;false;true;true;false;5;REQ007
455;true;false;false;false;4;REQ005
474;true;true;true;false;4;REQ006
490;false;true;true;false;5;REQ007
524;true;false;true;false;4;REQ005
562;false;true;false;true;5;REQ007
605;true;false;false;true;4;REQ005
623;true;true;false;true;4;REQ006
671;true;false;true;true;4;REQ005
694;false;false;true;true;0;REQ001
742;false;false;false;false;3;REQ004
