TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
328;0;1;79;2;1;REQ010
635;1;2;81;0;0;REQ012REQ004
914;1;1;79;2;1;REQ013REQ001
1246;1;0;79;2;0;REQ015
1551;1;2;80;2;3;REQ014
1773;1;1;79;2;1;REQ013
2061;0;0;81;1;1;REQ007REQ002
2352;1;2;79;2;0;REQ001REQ012
2573;0;0;80;2;0;
2814;0;1;79;2;1;REQ010
3060;0;1;80;2;1;
3299;0;1;80;2;1;
3626;1;0;80;2;0;REQ012
3858;0;2;80;2;3;REQ011
4149;1;1;80;2;0;REQ012
4381;0;0;79;2;0;
4655;0;1;81;1;1;REQ009REQ010REQ002
4961;1;1;80;2;0;REQ012REQ001
5190;0;2;81;3;3;REQ011REQ003
5430;1;0;80;2;0;REQ012REQ001
5687;1;1;81;1;1;REQ013REQ002
5993;0;1;81;1;1;REQ002
6228;1;0;80;2;0;REQ001REQ012
6537;0;2;79;2;3;REQ011
6836;0;2;81;3;3;REQ003
