TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;true;false;false;true;4;REQ005
64;true;false;false;false;4;REQ005
91;false;true;false;false;5;REQ007
134;false;true;false;false;5;REQ007
154;false;false;true;false;2;REQ003
168;false;true;true;false;5;REQ007
193;true;true;true;false;5;REQ008
229;false;false;true;false;2;REQ003
247;true;false;false;false;4;REQ005
289;true;true;false;false;4;REQ006
313;false;false;false;false;3;REQ004
324;false;false;true;false;2;REQ003
355;false;true;false;true;5;REQ007
400;false;true;true;false;5;REQ007
438;false;false;false;false;3;REQ004
460;false;false;true;true;0;REQ001
493;false;true;false;false;5;REQ007
518;false;true;true;false;5;REQ007
554;false;false;true;true;0;REQ001
567;false;true;false;false;5;REQ007
610;false;false;true;true;0;REQ001
660;true;false;true;false;4;REQ005
706;false;false;false;false;3;REQ004
729;true;true;true;true;3;
740;false;true;true;true;5;REQ007
