TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
41;true;false;false;false;4;REQ005
68;false;false;true;true;0;REQ001
83;false;false;false;false;3;REQ004
99;true;true;true;false;3;
139;false;false;true;false;2;REQ003
171;true;false;true;true;4;REQ005
212;false;false;false;false;3;REQ004
252;false;true;false;false;5;REQ007
263;false;false;false;true;1;REQ002
294;false;false;true;true;0;REQ001
320;false;true;false;true;5;REQ007
354;true;true;false;false;5;REQ008
365;false;true;true;true;5;REQ007
406;true;false;true;true;4;REQ005
430;false;false;false;true;1;REQ002
476;false;false;true;false;2;REQ003
520;true;true;false;false;2;
566;true;false;false;false;4;REQ005
612;true;true;true;true;4;REQ006
634;false;true;true;false;5;REQ007
659;false;false;true;true;0;REQ001
678;true;false;true;false;4;REQ005
727;true;false;true;false;4;REQ005
773;true;true;true;false;4;REQ006
802;true;false;false;false;4;REQ005
