TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
4;true;false;1;0;
7;false;false;1;0;
10;true;false;1;0;
13;true;true;0;0;REQ001
16;false;true;0;0;
19;false;true;0;0;
21;false;false;0;0;
23;true;true;0;0;
26;true;false;0;0;
29;true;false;0;0;
32;false;true;0;0;
35;false;false;0;0;
38;true;false;3;0;REQ002
41;true;true;3;0;
44;true;true;3;0;
47;false;false;3;0;
50;true;false;1;1;REQ004
52;false;true;0;1;REQ001
54;false;true;0;1;
57;true;false;0;1;
60;true;false;0;1;
62;false;true;0;1;
65;false;true;0;1;
67;false;false;0;1;
69;true;false;3;1;REQ002
71;true;true;3;1;
74;true;true;3;1;
77;true;true;3;1;
79;true;false;1;1;REQ004
82;true;false;1;1;
85;true;false;1;1;
