TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
331;0;2;80;2;3;REQ011
621;0;1;81;1;1;REQ010REQ002
932;0;1;81;1;1;REQ002
1179;1;2;79;2;0;REQ012REQ001
1456;1;1;80;2;1;REQ013
1790;0;1;80;2;1;
2118;1;2;80;2;0;REQ012
2380;1;1;80;2;1;REQ013
2696;0;1;79;2;1;
2949;0;2;80;2;3;REQ011
3229;1;1;79;2;0;REQ012
3543;1;2;79;2;3;REQ014
3790;1;2;80;2;3;
4090;1;1;81;1;1;REQ003REQ013REQ002
4342;1;2;80;2;3;REQ014REQ001
4664;0;2;79;2;3;
4975;1;2;79;2;0;REQ012
5237;0;1;81;1;1;REQ004REQ010REQ002
5497;1;0;79;2;0;REQ012REQ001
5803;1;1;81;1;1;REQ009REQ004REQ013REQ002
6039;0;1;81;1;1;REQ002
6370;1;2;81;0;0;REQ002REQ012REQ004
6671;0;1;81;1;1;REQ004REQ010REQ002
7009;0;2;81;3;3;REQ011REQ003
7323;0;1;81;1;1;REQ003REQ010REQ002
