TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
263;0;2;79;2;3;REQ011
498;0;2;79;2;3;
780;1;0;80;2;0;REQ012
1070;0;2;81;3;3;REQ011REQ003
1326;0;1;79;2;1;REQ010REQ001
1552;0;1;79;2;1;
1877;1;1;80;2;0;REQ012
2116;0;0;80;2;0;
2356;1;0;80;2;0;REQ012
2587;1;2;80;2;3;REQ014
2902;0;1;80;2;1;REQ010
3198;1;0;81;0;0;REQ007REQ012REQ004
3528;1;0;81;0;0;REQ004
3833;0;2;81;3;3;REQ011REQ003
4171;1;2;79;2;0;REQ001REQ012
4409;1;1;79;2;1;REQ013
4737;0;1;81;1;1;REQ007REQ002
4973;0;2;79;2;3;REQ011REQ001
5238;0;0;80;2;3;
5491;1;0;80;2;0;REQ012
5817;1;1;81;1;1;REQ009REQ004REQ013REQ002
6093;0;1;79;2;1;REQ001
6405;1;1;80;2;0;REQ012
6726;0;0;79;2;0;
7014;1;0;80;2;0;REQ012
