TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
11;true;true;false;false;3;
50;false;false;true;false;2;REQ003
91;false;false;false;false;3;REQ004
108;false;false;false;false;3;REQ004
146;false;true;false;false;5;REQ007
184;false;false;false;true;1;REQ002
207;false;false;false;false;3;REQ004
242;true;true;true;false;3;
279;true;true;true;false;3;
294;false;false;false;false;3;REQ004
315;true;true;false;false;3;
359;true;true;true;true;3;
404;false;false;true;false;2;REQ003
437;false;false;true;false;2;REQ003
484;false;true;true;true;5;REQ007
519;true;true;false;true;5;REQ008
565;false;false;true;false;2;REQ003
576;false;true;false;true;5;REQ007
617;false;true;false;true;5;REQ007
654;true;true;false;true;5;REQ008
668;true;true;false;true;5;
684;false;false;false;false;3;REQ004
723;false;true;false;true;5;REQ007
744;false;true;true;true;5;REQ007
787;true;false;false;true;4;REQ005
