TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
19;true;false;true;false;4;REQ005
67;false;false;true;false;2;REQ003
87;false;false;true;true;0;REQ001
137;true;false;true;false;4;REQ005
163;true;true;true;false;4;REQ006
181;true;true;false;false;4;
217;false;false;true;true;0;REQ001
228;true;false;true;false;4;REQ005
245;false;true;true;true;5;REQ007
267;false;true;false;false;5;REQ007
317;false;true;false;false;5;REQ007
349;false;true;true;false;5;REQ007
375;false;false;false;true;1;REQ002
426;true;true;true;true;1;
471;false;true;true;false;5;REQ007
499;true;false;true;true;4;REQ005
509;true;false;false;true;4;REQ005
546;true;true;true;false;4;REQ006
574;false;false;true;true;0;REQ001
623;true;false;false;true;4;REQ005
656;false;true;true;true;5;REQ007
695;false;true;false;false;5;REQ007
705;true;true;true;false;5;REQ008
754;true;false;false;false;4;REQ005
797;true;true;false;true;4;REQ006
