TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
35;true;false;true;true;4;REQ005
64;true;false;false;true;4;REQ005
87;false;true;true;true;5;REQ007
132;false;false;true;false;2;REQ003
143;true;true;true;false;2;
171;true;false;false;true;4;REQ005
197;false;true;true;true;5;REQ007
207;true;false;true;false;4;REQ005
240;false;true;false;true;5;REQ007
283;true;true;false;true;5;REQ008
301;true;true;true;true;5;
338;false;false;true;true;0;REQ001
389;true;false;true;true;4;REQ005
426;false;false;false;true;1;REQ002
441;false;false;false;false;3;REQ004
466;true;false;true;true;4;REQ005
490;false;true;true;true;5;REQ007
509;false;true;true;true;5;REQ007
528;false;false;false;true;1;REQ002
541;false;true;false;true;5;REQ007
575;false;true;true;false;5;REQ007
584;true;true;true;false;5;REQ008
607;false;true;true;true;5;REQ007
625;false;false;false;false;3;REQ004
649;true;false;false;false;4;REQ005
