TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
17;false;false;true;false;2;REQ003
55;true;false;false;false;4;REQ005
71;false;true;true;false;5;REQ007
86;false;false;true;false;2;REQ003
102;false;true;false;false;5;REQ007
143;true;false;false;false;4;REQ005
156;true;true;true;true;4;REQ006
187;false;false;false;true;1;REQ002
203;false;false;true;false;2;REQ003
248;false;true;false;true;5;REQ007
292;false;true;false;true;5;REQ007
311;true;false;true;true;4;REQ005
353;false;true;false;false;5;REQ007
364;true;true;true;true;5;REQ008
409;false;false;true;false;2;REQ003
458;true;true;false;true;2;
481;false;true;true;false;5;REQ007
500;false;false;false;true;1;REQ002
514;true;true;false;false;1;
564;true;false;false;true;4;REQ005
583;false;false;true;true;0;REQ001
623;true;false;true;false;4;REQ005
654;true;true;false;true;4;REQ006
690;false;true;false;true;5;REQ007
731;true;true;true;false;5;REQ008
