TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
32;true;false;false;true;4;REQ005
51;false;true;true;true;5;REQ007
81;false;false;true;false;2;REQ003
117;false;true;false;false;5;REQ007
138;false;true;false;true;5;REQ007
158;true;true;false;true;5;REQ008
198;true;true;true;true;5;
232;true;false;true;true;4;REQ005
281;false;false;true;false;2;REQ003
327;true;false;false;true;4;REQ005
377;false;true;true;true;5;REQ007
420;false;false;false;false;3;REQ004
470;true;false;true;false;4;REQ005
506;false;true;false;false;5;REQ007
521;false;false;false;true;1;REQ002
569;false;false;true;true;0;REQ001
597;true;true;true;true;0;
613;false;true;true;false;5;REQ007
655;false;false;false;true;1;REQ002
681;true;false;true;false;4;REQ005
720;true;true;true;true;4;REQ006
740;false;false;false;false;3;REQ004
773;true;true;true;true;3;
803;true;true;false;false;3;
853;true;false;false;true;4;REQ005
