TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
37;true;6;true;on ;low ;false;
46;false;7;true;on ;low ;false;
82;false;3;false;on ;low ;false;
97;false;2;false;on ;low ;false;
146;true;5;true;on ;low ;false;
164;false;3;false;on ;low ;false;
179;false;7;false;on ;low ;false;
192;true;3;false;off ;low ;true;REQ005REQ009
216;false;0;true;on ;low ;false;REQ006REQ010
249;true;10;false;off ;high ;false;REQ005REQ001REQ011REQ002REQ008
277;false;1;false;on ;low ;false;REQ004REQ003REQ010
292;true;7;true;on ;low ;false;
309;true;3;true;on ;low ;false;
356;true;6;true;on ;low ;false;
377;true;2;true;on ;low ;false;
400;true;6;true;on ;low ;false;
436;true;8;true;on ;low ;false;
473;false;2;true;on ;low ;false;
504;false;3;false;on ;low ;false;
553;true;3;true;on ;low ;false;
592;false;4;true;on ;low ;false;
643;false;4;true;on ;low ;false;
661;false;6;true;on ;low ;false;
682;false;4;false;on ;low ;false;
699;false;5;false;on ;low ;false;
725;false;7;false;on ;low ;false;
760;false;5;true;on ;low ;false;
798;false;1;true;on ;low ;false;
810;false;8;true;on ;low ;false;
820;true;11;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ008
869;false;3;false;on ;low ;false;REQ004REQ003REQ010
889;true;10;true;off ;high ;false;REQ001REQ011REQ002
929;true;5;true;on ;low ;false;REQ004REQ003REQ010
960;false;8;true;on ;low ;false;
1003;false;6;true;on ;low ;false;
1029;true;1;true;on ;low ;false;
