TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
333;1;2;79;2;0;REQ012
643;1;0;79;2;0;
883;1;2;80;2;3;REQ014
1131;0;2;80;2;3;
1368;1;0;79;2;0;REQ012
1695;1;0;79;2;0;
1920;0;1;81;1;1;REQ004REQ010REQ002
2207;0;0;80;2;1;REQ001
2491;1;1;81;0;0;REQ007REQ012REQ004
2825;0;1;80;2;1;REQ001REQ016
3102;0;1;81;1;1;REQ007REQ002
3368;1;0;79;2;0;REQ012REQ001
3638;0;2;80;2;3;REQ011
3944;1;0;79;2;0;REQ012
4171;1;0;80;2;0;
4490;0;0;81;0;0;REQ004
4748;1;2;79;2;0;REQ012REQ001
5024;1;0;79;2;0;
5317;0;2;81;3;3;REQ011REQ003
5606;0;2;79;2;3;REQ001
5870;1;1;81;0;0;REQ008REQ012REQ004
6137;1;2;79;2;3;REQ014REQ001
6386;1;2;79;2;3;
6608;1;1;81;1;1;REQ013REQ002
6938;1;2;80;2;3;REQ014REQ001
