TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
21;false;9;true;off ;permitted ;false;REQ001REQ011
52;true;7;true;on ;low ;false;REQ003REQ010
83;false;2;true;on ;low ;false;
97;false;3;false;on ;low ;false;
133;true;10;false;off ;high ;false;REQ001REQ005REQ002REQ008REQ011
165;false;9;false;off ;permitted ;false;REQ004
211;true;11;true;off ;high ;false;REQ002
242;false;2;false;on ;low ;false;REQ004REQ003REQ010
285;true;5;true;on ;low ;false;
307;false;1;false;on ;low ;false;
351;true;8;true;on ;low ;false;
388;true;10;false;off ;high ;false;REQ001REQ011REQ002
428;false;7;false;on ;low ;false;REQ004REQ003REQ010
440;false;0;true;on ;low ;false;
481;false;4;false;on ;low ;false;
516;true;2;true;on ;low ;false;
545;false;4;false;on ;low ;false;
557;true;11;true;off ;high ;false;REQ001REQ011REQ002
589;true;1;true;on ;low ;false;REQ004REQ003REQ010
601;false;7;false;on ;low ;false;
614;true;0;true;on ;low ;false;
630;true;2;true;on ;low ;false;
646;false;2;true;on ;low ;false;
662;true;10;true;off ;high ;false;REQ001REQ002REQ011
692;true;4;false;on ;low ;false;REQ004REQ003REQ010
738;true;9;false;off ;permitted ;false;REQ001REQ011
762;true;0;false;on ;low ;false;REQ003REQ010
789;false;10;false;off ;high ;false;REQ001REQ002REQ011
814;true;3;true;on ;low ;false;REQ004REQ003REQ010
860;true;2;true;on ;low ;false;
906;false;2;true;on ;low ;false;
939;false;10;false;off ;high ;false;REQ001REQ002REQ011
954;true;0;true;on ;low ;false;REQ004REQ003REQ010
982;false;3;false;on ;low ;false;
1014;true;4;false;off ;low ;true;REQ005REQ009
1045;true;3;false;off ;low ;true;
