TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;true;true;0;0;REQ001
8;false;true;0;0;
11;false;true;0;0;
14;true;true;0;0;
17;true;true;0;0;
20;true;true;0;0;
23;false;true;0;0;
25;false;true;0;0;
28;true;false;0;0;
31;true;true;0;0;
34;false;true;0;0;
37;false;false;0;0;
40;false;false;0;0;
42;true;true;0;0;
45;true;true;0;0;
48;true;true;0;0;
50;false;false;0;0;
52;false;false;0;0;
55;true;true;0;0;
58;true;true;0;0;
60;true;true;0;0;
62;false;true;0;0;
64;true;true;0;0;
67;false;false;0;0;
69;true;true;0;0;
71;false;true;0;0;
74;false;true;0;0;
77;false;true;0;0;
80;false;false;0;0;
82;true;true;0;0;
84;false;true;0;0;
