TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
33;false;6;false;on ;low ;false;
50;true;5;true;on ;low ;false;
88;true;1;true;on ;low ;false;
101;true;8;false;on ;low ;false;
125;true;10;false;off ;high ;false;REQ001REQ002REQ011
169;false;10;true;off ;high ;false;
183;true;1;false;off ;low ;true;REQ004REQ003REQ005
216;false;2;true;on ;low ;false;REQ006REQ010
241;true;1;true;on ;low ;false;
264;true;2;true;on ;low ;false;
289;true;11;false;off ;high ;false;REQ001REQ002REQ011
320;true;11;true;off ;high ;false;
345;true;1;true;on ;low ;false;REQ004REQ003REQ010
360;false;0;true;on ;low ;false;
385;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
400;false;3;true;on ;low ;false;REQ003REQ006REQ010
448;false;1;true;on ;low ;false;
497;true;8;false;off ;low ;true;REQ005REQ009
534;true;10;false;off ;high ;false;REQ001REQ002REQ008
554;false;4;false;on ;low ;false;REQ004REQ003REQ010
580;true;7;true;on ;low ;false;
599;false;1;false;on ;low ;false;
641;true;1;true;on ;low ;false;
679;true;10;true;off ;high ;false;REQ001REQ011REQ002
726;true;2;true;on ;low ;false;REQ004REQ003REQ010
765;true;1;false;on ;low ;false;
788;true;4;true;on ;low ;false;
830;true;11;false;off ;high ;false;REQ001REQ011REQ002
875;true;7;true;on ;low ;false;REQ004REQ003REQ010
904;true;8;false;on ;low ;false;
915;true;10;false;off ;high ;false;REQ001REQ002REQ011
962;true;0;true;on ;low ;false;REQ004REQ003REQ010
1013;false;3;true;on ;low ;false;
1037;true;7;true;on ;low ;false;
1067;false;3;true;on ;low ;false;
1084;false;3;true;on ;low ;false;
